ticker,fold,mode,cutoff_date
WDAY,1,A,2021-12-30
VRTX,1,A,2021-12-30
PLD,1,A,2021-12-30
KR,1,A,2021-12-30
CNC,1,A,2021-12-30
CNCE,1,A,2021-12-30
HOLX,1,A,2021-12-30
HP,1,A,2021-12-30
RTX,1,A,2021-12-30
HUBB,1,A,2021-12-30
CI,1,A,2021-12-30
OXY,1,A,2021-12-30
NTES,1,A,2021-12-30
RCL,1,A,2021-12-30
COF,1,A,2021-12-30
EL,1,A,2021-12-30
CMG,1,A,2021-12-30
CL,1,A,2021-12-30
MPC,1,A,2021-12-30
BIKR1,1,A,2021-12-30
BILI,1,A,2021-12-30
AON,1,A,2021-12-30
HCA,1,A,2021-12-30
SHW,1,A,2021-12-30
RH,1,A,2021-12-30
CLF,1,A,2021-12-30
AZO,1,A,2021-12-30
AKAM,1,A,2021-12-30
MMM,1,A,2021-12-30
TYL,1,A,2021-12-30
NSC,1,A,2021-12-30
IT,1,A,2021-12-30
BSX,1,A,2021-12-30
DHI,1,A,2021-12-30
SYK,1,A,2021-12-30
NUE,1,A,2021-12-30
WTW,1,A,2021-12-30
ANET,1,A,2021-12-30
MCHP,1,A,2021-12-30
HUM,1,A,2021-12-30
ZTS,1,A,2021-12-30
BDX,1,A,2021-12-30
MAR,1,A,2021-12-30
EW,1,A,2021-12-30
SNPS,1,A,2021-12-30
VEEV,1,A,2021-12-30
